,authors,tweets,likes,retweets,time
146,PolandHockey,"Round 1 of the shootout

Ukraine: Peresunko - No Goal 
Poland: Komorski - GOAL",0,0,2022-04-28 20:36:01+00:00
147,Matt_Kotowski,"What, did the Devils go to Poland or something? dfkm https://t.co/58qdVaHUl0",0,0,2022-04-28 20:33:25+00:00
148,PolandHockey,Poland was outshot by Estonia and officially lost the shot battle to Ukraine. 33-30 for Ukraine.,1,0,2022-04-28 20:32:34+00:00
149,PolandHockey,"End of overtime 

Score: 2-2

Poland is an ugly 0-5 on the powerplay.",0,0,2022-04-28 20:31:10+00:00
150,PolandHockey,"Wronka takes a tripping penalty, and Poland now to the penalty kill.",1,0,2022-04-28 20:28:07+00:00
151,deleteyrself,"@PolandHockey Well, they had an awesome opportunity on that one.",0,0,2022-04-28 20:27:27+00:00
152,PolandHockey,"Wronka beat severely, leading to a great Ukraine chance. 

Murray got away with a slash. 

Poland is unraveling in overtime. https://t.co/QfmXSZo6js",0,0,2022-04-28 20:27:19+00:00
153,deleteyrself,@PolandHockey Ukraine is lucky on that one.,0,0,2022-04-28 20:25:59+00:00
154,PolandHockey,"Ukraine kills off a 5th penalty. 

What a disgraceful performance by the Polish powerplay unit.",2,0,2022-04-28 20:24:56+00:00
155,PolandHockey,@deleteyrself Played discipline the entire game mostly too. Must be tired.,0,0,2022-04-28 20:24:12+00:00
156,PolandHockey,"Pas misses the empty net, they had it...",0,0,2022-04-28 20:23:45+00:00
157,deleteyrself,@PolandHockey Ukraine has taken three bad checking penalties at the end of this game.,0,0,2022-04-28 20:23:16+00:00
158,PolandHockey,"Poland will be back on the powerplay in overtime... 

4:19 left in the extra period.",0,0,2022-04-28 20:22:02+00:00
159,GuziQPL,@PolandHockey last chance,0,0,2022-04-28 20:21:40+00:00
160,PolandHockey,"Ukraine kills off the penalty to start overtime. 

Poland 0-4 with the man advantage.",0,0,2022-04-28 20:21:00+00:00
161,PolandHockey,"Just wanted to randomly post this picture of 26-goal scorer Christian Mroczkowski, who was left off the national team roster. https://t.co/qdX1Bczx7m",7,0,2022-04-28 20:20:27+00:00
162,PolandHockey,"We're going to overtime...

Score: 2-2 
Shots: 29-25 🇵🇱

Poland will have 9 seconds of powerplay time.",1,0,2022-04-28 20:18:30+00:00
163,schabowybear,All those years watching Cracovia ice hockey thinking they had one of the worst power plays I'd seen. Poland's national team is pushing that tonight. 0/4 on PP's. Overtime.,1,0,2022-04-28 20:18:00+00:00
164,PolandHockey,"Poland is on its way to one more powerplay. 

Only 1:51 left on the clock. Timeout called. https://t.co/jBxRLDvJgb",0,0,2022-04-28 20:14:49+00:00
165,PolandHockey,"Poland is 0-3 on the powerplay tonight. 

If they lose or this goes to overtime, that is a significant factor.",2,0,2022-04-28 20:13:25+00:00
166,PolandHockey,"Ukraine kills the penalty off.

 Still tied at 2 with 3 minutes left.",0,0,2022-04-28 20:12:15+00:00
167,GuziQPL,@PolandHockey Poland powarplay is a tragedy...,2,0,2022-04-28 20:12:01+00:00
168,PolandHockey,"Bartłomiej Pociecha, who has not appeared for the national team since 2018,  was 11th in points.",0,0,2022-04-28 20:11:09+00:00
169,PolandHockey,Poalnd to a late powerplay. Just over five minutes to go and we're tied at 2.,0,0,2022-04-28 20:09:44+00:00
170,PolandHockey,"Only one defenseman on the national team roster finished top 10 in points among defensemen in the PHL. Maciej Kruczek finished with 21 points for 8th. 

Only two more were top 20. Bryk finished 13th, while Jaskiewicz was 19th.",1,0,2022-04-28 20:09:03+00:00
171,PolandHockey,"No Dronia anymore, and no Kolusz means Poland lacks a strong offensive defenseman. 

It is really showing here against Ukraine.",1,0,2022-04-28 20:06:57+00:00
172,artjagodka,"RT @PolandHockey: Pas backchecks hard and gets back into position for a 2-on-1. Then waits and buries it! 

1-0 🇵🇱 https://t.co/fTWbVxj8ZE",0,1,2022-04-28 20:01:49+00:00
173,PolandHockey,"Poalnd really upping their pressure, but Ukraine making sure any mistake by Poland results in a clear.",0,0,2022-04-28 19:55:27+00:00
174,PolandHockey,Gorny can't turn the puck over there. Tried too hard to force a pass. https://t.co/WaRXOSJaHZ,0,0,2022-04-28 19:49:53+00:00
175,PolandHockey,Brutal turnover by Poland and Ukraine ties it. 2-2,1,0,2022-04-28 19:48:48+00:00
176,PolandHockey,"3⃣rd Period is about to begin.

Poland leads Ukraine 201

📺: https://t.co/KyCWi5YNQm",0,0,2022-04-28 19:41:02+00:00
177,PolandHockey,Expect Sunday vs. Japan to be his lone game. I doubt he arrives ready to play vs. Serbia tomorrow if he does come.,0,0,2022-04-28 19:36:16+00:00
178,PolandHockey,"Aron Chmielewski wins his third Tipsport Extraliga Championship! 

He is also now available to join team Poland at the Worlds! https://t.co/ZIkC35aUcZ",7,0,2022-04-28 19:35:48+00:00
179,AdoreLM31,RT @GBHockey: The @ScottishHockey women head to Belfast for 3️⃣test matches against @irishhockey this weekend in prep for @birminghamcg22 a…,0,5,2022-04-28 19:35:33+00:00
180,PolandHockey,"2nd period has ended!

Score: 2-1 🇵🇱
Shots: 20-15 🇵🇱",0,0,2022-04-28 19:28:10+00:00
181,PolandHockey,"Vitali Lyalka was left alone in front, but Murray makes the save. 

Just a minute left in 2nd. https://t.co/ANyPO7cIyY",0,0,2022-04-28 19:25:33+00:00
182,ByPeterRobinson,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 19:16:12+00:00
183,GlobeKPD,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 19:14:59+00:00
184,pauldalrymple,"RT @hookhockey: ""You just want to be known by players as someone they can trust, someone whose first duty is to protect their safety, then…",0,4,2022-04-28 19:02:52+00:00
185,PolandHockey,"Good chance for Poland, but only a Ukrainian goes in the net. 

still 2-1 🇵🇱 | 15 mins left in the 2nd. https://t.co/NtsfMVanEJ",1,0,2022-04-28 18:56:53+00:00
186,fieldhockeyclub,RT @GBHockey: The @ScottishHockey women head to Belfast for 3️⃣test matches against @irishhockey this weekend in prep for @birminghamcg22 a…,0,5,2022-04-28 18:49:29+00:00
187,PolandHockey,"2nd Period is about to begin! Poland leading 2-1

📺: https://t.co/KyCWi5YNQm",1,0,2022-04-28 18:47:57+00:00
188,PolandHockey,"End of 1 

Score: 2-1 🇵🇱
Shots: 8-5 🇵🇱

12' Pas
17' Pas",0,0,2022-04-28 18:37:20+00:00
189,Sz1909_Szemberg,"Pas shoots again, 2-1 Poland. 🇵🇱🇺🇦
I so hope that Alan Łyszczarczyk scores a beauty that makes the TSN highlight reel so someone there will have to pronounce the name. 2-1 Poland after one. https://t.co/jxCRZG5p6H https://t.co/unxiBnsXny",5,1,2022-04-28 18:34:55+00:00
190,PolandHockey,Pas is a really special player for Poland. He might not make it outside of Poland. But he is going to help elevate the national team.,1,0,2022-04-28 18:32:56+00:00
191,PolandHockey,"Wronka and Pas both smooth with their passes, while Pas finishes it. 

2-1 🇵🇱 https://t.co/2eaNecpGvg",6,0,2022-04-28 18:30:06+00:00
192,PolandHockey,Dominik Pas again!!! Poland regains the lead,0,0,2022-04-28 18:28:50+00:00
193,PolandHockey,"Ukraine ties it on the 5 on 3. Sneak one through Murray's five-hole. 

1-1 https://t.co/cey1lcDwHF",0,0,2022-04-28 18:25:42+00:00
194,PolandHockey,"Save of the game to Kruczek. 

Maybe got away with covering the puck there... https://t.co/GhAp4eUivB",5,0,2022-04-28 18:24:04+00:00
195,PolandHockey,"Poland is now on a 5-on-3 for two minutes.

Bukowski and Murray get penalties on the same play.",0,0,2022-04-28 18:23:06+00:00
196,Sz1909_Szemberg,"Thank you, Polish Puck. Here is the goal. https://t.co/vSfTXjx00C",3,0,2022-04-28 18:21:48+00:00
197,PolandHockey,"Pas backchecks hard and gets back into position for a 2-on-1. Then waits and buries it! 

1-0 🇵🇱 https://t.co/fTWbVxj8ZE",7,1,2022-04-28 18:18:56+00:00
198,schabowybear,"Probably the most friendly competitive ice hockey game there could be at the moment, in Poland v Ukraine. A game that may even decide the group, but you wouldn't know it. Looking forward to this 🏒",2,0,2022-04-28 17:59:40+00:00
199,PolandHockey,How Poland and Ukraine are lining up https://t.co/IYq6FgYtAn,0,0,2022-04-28 17:55:15+00:00
200,PolandHockey,RT @Sz1909_Szemberg: Polish and Ukrainian fans united prior to the DIV 1B IIHF Worlds game in Tychy. A game with two home teams. https://t.…,0,4,2022-04-28 17:54:03+00:00
201,PolandHockey,"Poland vs. Ukraine about to start! 

📺: https://t.co/3PKK99pY8h",0,0,2022-04-28 17:53:52+00:00
202,GBHockey,"The @ScottishHockey women head to Belfast for 3️⃣test matches against @irishhockey this weekend in prep for @birminghamcg22 and the @eurohockeyorg Championships qualifier in Dunkirk 🔥

🔗 https://t.co/Xj8pFEc6as https://t.co/ejTT72VZzd",26,5,2022-04-28 17:53:00+00:00
203,WorldHockeyNews,"#THP Birmingham 2022 will be ‘buzzing’ for Commonwealth Games

The “biggest, boldest” Commonwealth Games will get under way in 90 days times, according to its chief executive. The July 28 to Aug 8 event will be the first major multi-sports event to take … https://t.co/zpRZ4s3Ebi",0,0,2022-04-28 16:41:01+00:00
204,JesicaMadison8,🔴 LIVE! Poland U18 Vs Italy U18 | 2022 WORLD WCH U18 IB ICE HOCKEY Watch Full Match Here: https://t.co/StCisEnKHZ 28-Apr-22 | 10:00 AM Poland U18 Live Stream Italy U18 Live Stream 2022 WORLD WCH U18 IB ICE HOCKEY https://t.co/heDqSJxrZW,0,0,2022-04-28 16:11:16+00:00
205,PolandHockey,"End of 2. 

Italy is winning 7-3
Shots are tied 17-17",0,0,2022-04-28 15:26:32+00:00
206,PolandHockey,"Poland U18 pulls within one, thanks to a great passing play from Macias, and Kolat burying it. 

4-3 🇮🇹 with over 12 minutes left in the 2nd period.",0,0,2022-04-28 14:58:28+00:00
207,PolandHockey,"4 goals on 8 shots for Italy. I’m not sure what more you can ask from the team in front of him. 

Ciucka just has to make some saves.",0,0,2022-04-28 14:50:36+00:00
208,WorldHockeyNews,"#SH Premiership reaches a conclusion with the women`s second European spot still up for grabs

Going into the final weekend of scheduled Premiership matches most of the main issues have been settled.

In the men`s competition Western Wildcats have the ti… https://t.co/3PJXVgE3q3",0,0,2022-04-28 14:46:54+00:00
209,PolandHockey,Ciucka came into this game with a .830 save percentage and it’s only dropping…,0,0,2022-04-28 14:32:10+00:00
210,PolandHockey,The first period ended 3-2 for Italy.,0,0,2022-04-28 14:31:04+00:00
211,PolandHockey,"Poland U18 gets their first lead of the U18s, as Jakob Musiol scores on the power play. Poland leads 1-0 over Italy.",0,0,2022-04-28 14:11:01+00:00
212,donnabstill,"RT @rogertansey: “In another example of Moscow being isolated, the Int’l Ice Hockey Federation has announced that Russia will no longer hos…",0,2,2022-04-28 14:04:06+00:00
213,FIHQP,"Congratulations Lee Valley Hockey &amp; Tennis Centre, London - England, on their recent FIH Category 2 successful hockey fields retest!
@PolytanUK , @EnglandHockey , @eurohockeyorg https://t.co/5vby2hSETn",0,0,2022-04-28 13:57:18+00:00
214,pambcloud,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 13:48:43+00:00
215,SeanFlan45,"RT @rogertansey: “In another example of Moscow being isolated, the Int’l Ice Hockey Federation has announced that Russia will no longer hos…",0,2,2022-04-28 13:21:15+00:00
216,JakeLahut,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 13:21:04+00:00
217,rogertansey,"“In another example of Moscow being isolated, the Int’l Ice Hockey Federation has announced that Russia will no longer host the 2023 international championship, stating it was concerned for “the safety and well-being of all participating. . .” https://t.co/1UeyP8W4NU",6,2,2022-04-28 13:18:38+00:00
218,pwilliamsAHL,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 13:12:00+00:00
219,RDavidBalbirnie,Pavel Mazur coach Vinnytsia Hockey Club &amp; Ukrainian men's National team supervising squad training in between humanitarian work and manning the block posts in the city. @eurohockeyorg @irishhockey https://t.co/aFBw9aCtGn,10,1,2022-04-28 13:09:55+00:00
220,Richardlabbe,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 13:09:37+00:00
221,ABCHAMP11,"RT @Sz1909_Szemberg: The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukra…",0,8,2022-04-28 13:09:21+00:00
222,Sz1909_Szemberg,"The rink in Tychy where Poland's best hockey player, Mariusz Czerkawski, learned his trade. Tonight, Poland meets Ukraine in IIHF Worlds (3rd tier) here. More than just a hockey game. Will be emotional. 🇵🇱🇺🇦 https://t.co/luVz2QxUyt",44,8,2022-04-28 13:08:24+00:00
223,RoxaMaracineanu,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 12:57:27+00:00
224,bb4baine,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 12:55:15+00:00
225,WorldHockeyNews,#EH 4 Champions Crowned In Notts Sport Boys Schools Championship Finals https://t.co/ysioBpxvP9,0,0,2022-04-28 11:45:28+00:00
226,marijke_fleuren,"RT @eurohockeyorg: #equallyamazing #Qualified #Paris2024 

We are thrilled that @FF_Hockey that today they have announced that both their m…",0,3,2022-04-28 11:45:02+00:00
227,WorldHockeyNews,"#THP England Hockey needs to monitor strength of smaller clubs and offer support

Season in Review Our columnist reflects on a season of restructure and a GMS yet to go live, but says the league transition has its positives When England Hockey decided to… https://t.co/aU5Vh1jJE4",0,0,2022-04-28 11:40:31+00:00
228,WorldHockeyNews,"#HI Pembroke and Garvey eyeing up treble on Irish Senior Cup final day

Pembroke and Lisnagarvey will look to add the third trophy of potential triples on Saturday as the Irish Senior Cup finals return to Belfield for the first time since 2018.

They won… https://t.co/TzoeiUabqW",0,0,2022-04-28 10:57:55+00:00
229,WorldHockeyNews,#EH England O80s Beat The Netherlands 1-0 At Bisham Abbey https://t.co/1Yd9jiAl0A,1,0,2022-04-28 10:45:35+00:00
230,JuliettePrgt,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 10:31:37+00:00
231,WorldHockeyNews,#GBRH Scotland Women To Face Ireland In Belfast   https://t.co/7C8Ix0BX6W,0,0,2022-04-28 09:49:00+00:00
232,WorldHockeyNews,"#SH Scotland women’s squad to face Ireland in Belfast

Scotland women have three test matches against Ireland this weekend in Belfast as part of preparations for this summer’s Commonwealth Games in Birmingham, and the EuroHockey Championships qualifier i… https://t.co/ef3B2EpmoK",0,0,2022-04-28 09:40:01+00:00
233,sportsofficials,"RT @IFSOfficials: @EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talkin…",0,5,2022-04-28 09:26:26+00:00
234,DrTomWebb,"RT @IFSOfficials: @EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talkin…",0,5,2022-04-28 09:13:06+00:00
235,IFSOfficials,"RT @IFSOfficials: @EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talkin…",0,5,2022-04-28 09:09:59+00:00
236,AFCAM_Nationale,"RT @IFSOfficials: @EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talkin…",0,5,2022-04-28 09:09:13+00:00
237,hockey_rockets,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 09:03:55+00:00
238,Charlotte_G_F,"RT @IFSOfficials: @EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talkin…",0,5,2022-04-28 08:33:58+00:00
239,IFSOfficials,"@EOSE_skills : Start of the 3rd full partner meeting !! 🚀
#WINSproject : 9 partners from 6 different countries are talking about #women in #officiating 🤩
It's NICE to be in #Nice06 
@NSA1942 @eurohockeyorg @AFCAM_Nationale @sportsofficials @EuroAthletics @portsmouthuni @nocnsf https://t.co/l2PpOIRxW2",9,5,2022-04-28 08:26:17+00:00
240,fieldhockeyclub,"RT @hookhockey: ""You just want to be known by players as someone they can trust, someone whose first duty is to protect their safety, then…",0,4,2022-04-28 08:10:31+00:00
241,re_keogh,"RT @hookhockey: ""You just want to be known by players as someone they can trust, someone whose first duty is to protect their safety, then…",0,4,2022-04-28 08:05:21+00:00
242,WorldHockeyNews,"#THP The Hockey Museum: bringing the past to life

We took a peak at the incredible collection of hockey history on show in Woking Delving into sporting history was supposed to be one of the legacies of the London 2012 Olympics. But where other plans wer… https://t.co/3GJgbKPAkq",1,1,2022-04-28 07:40:40+00:00
243,CathelijneR,"@eurohockeyorg @FF_Hockey Thank you for your relentless support! 💗
We feel strong to embark on this journey knowing you are on our wing. 👊🏑",4,0,2022-04-28 07:36:32+00:00
244,hookhockey,"""You just want to be known by players as someone they can trust, someone whose first duty is to protect their safety, then to protect their skill, and then to promote flow.”

@AliKeogh88 in the Irish Times this morning! @FIH_Hockey @eurohockeyorg 

https://t.co/IWKByHffml",39,4,2022-04-28 07:34:45+00:00
245,FFH_Isabelle,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 07:17:30+00:00
246,marijke_fleuren,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 06:07:05+00:00
247,AllSportDB,🏒 2022 #IceHockey World Championship - Division I B in #Poland 🇵🇱 #Tychy Day 3 #iihf @IIHFHockey #IIHFWorlds 🎫 Tickets link available https://t.co/omcEmWGkMk,1,0,2022-04-28 05:45:00+00:00
248,FIH_Academy,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-28 05:25:34+00:00
249,WorldHockeyNews,"#HI Irish men’s panel named for coming months as Paris 2024 groundwork begins

Mark Tumilty has named a 25-strong central squad to work with for the coming months ahead of a busy summer as the squad lays the groundwork for the Road to Paris 2024.

The sq… https://t.co/9pc92TClds",0,0,2022-04-27 23:56:43+00:00
250,Hockeywallah,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-27 23:15:08+00:00
251,FF_Hockey,"RT @eurohockeyorg: #equallyamazing #Qualified #Paris2024 

We are thrilled that @FF_Hockey that today they have announced that both their m…",0,3,2022-04-27 20:26:45+00:00
252,WorldHockeyNews,"#EHF The French Teams have qualified for the Paris 2024 Olympic Games

The FFH is proud to announce that the men’s and women’s teams are officially qualified for the Paris 2024 Olympic Games!

The IOC and the FIH have formalised this decision.

Indeed, t… https://t.co/f0Smcr1eit",0,0,2022-04-27 18:11:39+00:00
253,self_pass,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-27 17:27:38+00:00
254,WorldHockeyNews,"#SH A draw at Titwood – now Clydesdale Western have the chance to succeed in the quest for Europe

Edinburgh University and Clydesdale Western battled out a draw last night at Titwood in the race for second place in the women’s Premiership.

The students… https://t.co/49W3UfPPB7",0,0,2022-04-27 16:38:55+00:00
255,WorldHockeyNews,"#SH Stirling Wanderers men’s 2s win East District 3 with room to spare

Stirling Wanderers Men’s 2s are celebrating their promotion to East District 2 this weekend after clinching the East District 3 league title in their penultimate match of the season.… https://t.co/hxlRdREY4k",0,0,2022-04-27 16:38:54+00:00
256,CathelijneR,"RT @eurohockeyorg: #equallyamazing #Qualified #Paris2024 

We are thrilled that @FF_Hockey that today they have announced that both their m…",0,3,2022-04-27 16:28:35+00:00
257,eurohockeyorg,"#equallyamazing #Qualified #Paris2024 

We are thrilled that @FF_Hockey that today they have announced that both their men's and women's teams have qualified for Paris2024. 

Bravo! We look forward to the journey with them.. 

https://t.co/FIde0NrYko https://t.co/cmLpnqXZOR",20,3,2022-04-27 16:28:12+00:00
258,FF_Hockey,"RT @CathelijneR: 📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agenc…",0,11,2022-04-27 16:02:23+00:00
259,CathelijneR,"📢 WE ARE SUPER STOKED TO ANNOUNCE BOTH OUR TEAMS WILL COMPETE IN #Paris2024!📢🏑🇨🇵
#Hockey
@FIH_Hockey @eurohockeyorg @Agence_du_Sport @FranceOlympique @Sports_gouv 
@FF_Hockey 
@RoxaMaracineanu 
@self_pass 
@Olympics 
@Paris2024 https://t.co/OUjB002DEi https://t.co/yv3ldxfx2r",80,11,2022-04-27 15:57:01+00:00
260,slapshotPL,"@PolandHockey 808 spectator out of 2753 seats for National Team, having a strong following in Tychy hockey is rather sad. More likely the prices put people off, which are highier than in much bigger Spodek Arena in Katowice https://t.co/rdZtuqXpFl",0,0,2022-04-27 13:44:43+00:00
261,PolandHockey,@slapshotPL How full was the whole arena. Tv side looked pretty empty?,0,0,2022-04-27 13:27:55+00:00
262,WorldHockeyNews,"#THP How David Harte braved Dutch interviews to secure dream role in professional football 

It’s rare that you find a job that combines both of your passions, but somehow I’ve managed to do that. My whole life, I’ve been obsessed with sport, but my othe… https://t.co/YOPWBLpANd",0,0,2022-04-27 12:39:27+00:00
263,Ulster_Umpires,"🚨Women’s Appointment 27/04/22🚨
@UlsterHockey Premier League Division A
@ards_lhc v @QUBHC
Umpires: Jamie Aiken @ Christine Aiken
🏑😤♻️🟨🔴

@fhumpires @eurohockeyorg @FIH_Hockey",5,0,2022-04-27 12:24:14+00:00
264,WorldHockeyNews,#EH It's Your Turn To #PickUpAStick This Summer https://t.co/CgHSy426Nx,0,0,2022-04-27 11:44:50+00:00
265,WorldHockeyNews,#EH Nottingham Tram Announced As Title Sponsor For The NET Masters Hockey World Cups 2022 https://t.co/vaqRdvA99z,0,0,2022-04-27 11:44:49+00:00
266,WorldHockeyNews,#DHB Der HHV informiert: FIH Womens World Cup Spain &amp; Netherlands 2022 https://t.co/zIzTkb4wDA,0,0,2022-04-27 11:05:24+00:00
267,WorldHockeyNews,"#FIH Language Classes: Spain | With Alejandra Torres Quevedo &amp; Belen Iglesias About the FIH
Set up in 1924, the FIH is recognised by the International Olympic Committee, as well as by the FIH’s Members and the Continental Federations, as the sole ultima… https://t.co/NVeskzJBVa",0,0,2022-04-27 10:49:49+00:00
268,WorldHockeyNews,#EH Notts Sports Boys Schools Championships U14 T1 Finals https://t.co/m0uXtnAt7Y,0,0,2022-04-27 10:44:17+00:00
269,WorldHockeyNews,"#THP Winning in hockey: How to mentally prepare for your match

With a structured mental warm-up, we have a far greater chance of being ready to perform and deal with the challenges ahead We all know that for us to perform effectively in a game, we need … https://t.co/O8TMWv4kkr",0,0,2022-04-27 09:39:21+00:00
270,WorldHockeyNews,"#THP Ben Rhydding toast national league hockey success

The hard work of not just this season, but the last five seasons, has paid off with Yorkshire’s Ben Rhydding HC, winning the North Premier League final, as well as building a National League squad. … https://t.co/hhDE8xJLA0",0,0,2022-04-27 09:39:20+00:00
271,WorldHockeyNews,"#SH Bell Ingram premium estate agents sponsor Scotland’s Women’s Hockey team as official Property Partner

Bell Ingram is delighted to launch its partnership with Scottish Hockey which will see the premium estate agents become Property Partner of the nat… https://t.co/8cnmHshnH8",0,0,2022-04-27 09:38:25+00:00
272,eurohockeyorg,"@mayejo1966 Indeed that was ""audacious"" from @alimeeke",1,0,2022-04-27 09:04:17+00:00
273,slapshotPL,"@PolandHockey Good job we didnt play Japan first. 
Hopefully that was just a warm up but there was a lot of random play, inaccurate passes, slow breakaways and missed shot opportunities. Defo Murray saved the day https://t.co/ET2QVEddei",0,0,2022-04-27 06:34:00+00:00
274,FIHQP,"Congratulations Stade Paul Vauban, Valenciennes - France, on their recent FIH Category 3 certified hockey field!
@Resinsa_Polytan , @FF_Hockey , @eurohockeyorg https://t.co/urzN6qtTSB",0,0,2022-04-27 06:10:37+00:00
275,AllSportDB,🏒 2022 #IceHockey World Championship - Division I B in #Poland 🇵🇱 #Tychy Day 2 #iihf @IIHFHockey #IIHFWorlds 🎫 Tickets link available https://t.co/omcEmWGkMk,0,0,2022-04-27 05:50:00+00:00
276,WorldHockeyNews,"#EHL Pembroke and Catholic Institute form new-look Irish top two

Ireland will have a new look set of representatives in European women’s club competition with Pembroke and Catholic Institute confirmed as their clubs for the 2022/23 season.

The pair hav… https://t.co/kFuACkebx9",1,1,2022-04-27 05:45:42+00:00
277,WorldHockeyNews,"#EHL English Euro qualifiers confirmed for 2022/23 season

The English qualifiers for European competition next season have been finalised in the past few weeks with Hampstead &amp; Westminster’s women and Old Georgians men set for Euro debuts.

Wimbledon’s … https://t.co/twnfTXKzue",1,1,2022-04-27 05:45:42+00:00
278,mimabo58,"RT @marcos_hofmann: @eurohockeyorg ""𝗦𝗶𝗺𝗽𝗹𝗶𝗰𝗶𝘁𝘆 𝗶𝘀 𝘁𝗵𝗲 𝘂𝗹𝘁𝗶𝗺𝗮𝘁𝗲 𝘀𝗼𝗽𝗵𝗶𝘀𝘁𝗶𝗰𝗮𝘁𝗶𝗼𝗻""
-Leonardo da Vinci-

@gigioliva23 @ClubJunior1917 @hockeyjun…",0,2,2022-04-27 05:21:07+00:00
279,SantCugatCreix,"RT @marcos_hofmann: @eurohockeyorg ""𝗦𝗶𝗺𝗽𝗹𝗶𝗰𝗶𝘁𝘆 𝗶𝘀 𝘁𝗵𝗲 𝘂𝗹𝘁𝗶𝗺𝗮𝘁𝗲 𝘀𝗼𝗽𝗵𝗶𝘀𝘁𝗶𝗰𝗮𝘁𝗶𝗼𝗻""
-Leonardo da Vinci-

@gigioliva23 @ClubJunior1917 @hockeyjun…",0,2,2022-04-26 23:20:05+00:00
280,WorldHockeyNews,"#EHL Mathijssen extends contract with HC Bloemendaal

Rick Mathijssen has extended his contract with Bloemendaal in the wake of the club’s men’s Euro Hockey League success last week.

Mathijssen said the decision was an emotional one: “It was known that … https://t.co/6Ya4lqn4Wy",0,0,2022-04-26 22:42:04+00:00
