,authors,tweets,likes,retweets,time
110,fhumpires,"RT @Rockokoko78: Ireland v Scotland today. Uncapped but it’s still and International whatever way you look at it 🏑😤

@irishhockey @Scottish…",0,2,2022-05-04 00:00:12+00:00
111,WorldHockeyNews,"#HWN Pro-League: “It’s Going to Be Hot Weeks.”

FIH Pro League: Danas and Honamas meet England

The FIH Pro League games of the Danas and Honamas against England in the SparkassenPark in Mönchengladbach (May 4th and 5th) fall in the middle of the final p… https://t.co/gYmGmgzBvR",1,0,2022-05-03 21:27:40+00:00
112,WorldHockeyNews,"#HWN Belgium: Racing and Gantoise Will Compete for the Title

Drafted Thursday evening to replace Leopold, the Flanders demonstrated that they were indeed in their place in the playoffs by eliminating Waterloo Ducks during the shoot-outs.

The Gantois ar… https://t.co/q5CFOXSL0Y",1,0,2022-05-03 21:27:39+00:00
113,Rockokoko78,"Ireland v Scotland today. Uncapped but it’s still and International whatever way you look at it 🏑😤

@irishhockey @ScottishHockey @fhumpires @eurohockeyorg @FIH_Hockey https://t.co/JRVLLqoLhq",24,2,2022-05-03 20:54:42+00:00
114,WorldHockeyNews,"#SH ESM men celebrate history making success

After being promoted from Scottish Hockey’s third tier, as it was pre the pandemic, ESM men’s first team is now looking forward to continuing their journey and making club history when they make their debut i… https://t.co/dfNELA6RIP",1,0,2022-05-03 19:38:58+00:00
115,WorldHockeyNews,#EH A Thrilling Weekend At Lee Valley Hockey And Tennis Centre For The Master's Finals Championships https://t.co/YXNvurpPlW,1,0,2022-05-03 13:45:41+00:00
116,WorldHockeyNews,"#SH Ireland win the third match but Scotland win the series in Belfast

Scotland women lost 6-4 to Ireland in a very close and competitive contest in Belfast. The Scots won the series 3-2 after back-to-back victories in the first two encounters of the te… https://t.co/13AATaEIME",1,0,2022-05-03 13:39:03+00:00
117,WorldHockeyNews,"#EH Howard, Owsley, Sloan &amp; Calnan Back For Pro League Games In Germany https://t.co/SZlPOrgsG7",0,0,2022-05-03 12:45:20+00:00
118,WorldHockeyNews,"#EHF EuroHockey Junior Championships 2022 – update

Updated information, 3rd May 2022, Brussels, Belgium: The 2022 EuroHockey Junior Championships (Men and Women) will take place on the following dates at the venues stated. Participating nations have qua… https://t.co/j8Duoz3AI4",1,0,2022-05-03 12:13:38+00:00
119,WorldHockeyNews,"#EHF EuroHockey5s U16 Championships 2022 – update

Updated 3rd May 2022, Brussels, Belgium: The EuroHockey5s U16 Championships 2022 (Boys and Girls) will take place on the following dates at the venues stated.

Participating nations have qualified for ea… https://t.co/kQMAItyZfR",1,0,2022-05-03 12:13:37+00:00
120,WorldHockeyNews,"#EHF EuroHockey5s Championship, Men, 2022 – update

Updated 3rd May 2022, Brussels, Belgium: The EuroHockey5s Championship 2022 (Men) will take place on the following dates at the venue stated:

Men’s Championship

Teams: ARM, AUT, BEL, CRO, CYP, FIN, LU… https://t.co/R7GxuzpSKN",1,0,2022-05-03 11:12:35+00:00
121,WorldHockeyNews,"#THP Old Georgians Andy Bull creates Otter stick in memory of late team-mate

Old Georgians and Scotland defender Andy Bull has partnered with Otter Hockey to create a special stick in memory of his late team-mate Sam Nicholls who tragically lost his lif… https://t.co/gMzn2j5urM",0,0,2022-05-03 08:39:43+00:00
122,HowardsLHC,RT @JoWestwood1: Throwback to @eurohockeyorg with @eghockeyclub https://t.co/R118d6T6Xr,0,1,2022-05-03 06:52:28+00:00
123,WorldHockeyNews,"#THP Social side Warlocks Vets seeks more hockey-playing tourists

Warlocks Vets HC need more 60+ social tourers to join its team at the Eburons Vets event in Brussels this month. Warlocks were started in 1989 by Mike Booth as an invitation club, with th… https://t.co/ptdWQp9ndM",2,1,2022-05-03 06:39:35+00:00
124,JoWestwood1,Throwback to @eurohockeyorg with @eghockeyclub https://t.co/R118d6T6Xr,9,1,2022-05-02 21:33:54+00:00
125,SarahJJamieson,@iee_ewing @ScottishHockey @BellIngram @sportscotland @Team_Scotland @GrahamsDairy @FIH_Hockey @eurohockeyorg @ScotWomenSport @scothockeywomen @TCYoungLLP Thank you! Great work from the team so far 🏴󠁧󠁢󠁳󠁣󠁴󠁿,1,0,2022-05-02 14:08:53+00:00
126,WorldHockeyNews,"#SH U12s have fun in the sun

Our Summer Festival season got off to a great start yesterday, with the Under 12’s Mixed event.  150 young players and a big crowd of supporters enjoyed fun in the Glasgow sunshine!

Glasgow Academy’s excellent Upper Windyed… https://t.co/9XJ0duUBkK",0,0,2022-05-02 12:38:52+00:00
127,eurohockeyorg,Best hockey celebration? Or who did it better????? https://t.co/84pjm1VUGU,16,1,2022-05-02 11:58:22+00:00
128,WorldHockeyNews,"#THP Reverse stick rule changes up to FIH, says England Hockey

England Hockey say it is the responsibility of the International Hockey Federation to change any rules on safety – despite the world governing body outlining that associations can play its p… https://t.co/uvGmG7H80y",0,0,2022-05-02 11:39:37+00:00
129,WorldHockeyNews,"#THP Fairytale ending as Sutton Coldfield stalwart, 50, scores in final fixture

After more than three decades playing competitive first team hockey, you can imagine most players would eagerly anticipate kicking back in retirement. But that is not the ca… https://t.co/L7m4Umole7",0,0,2022-05-02 11:39:36+00:00
130,iee_ewing,@ScottishHockey @BellIngram @sportscotland @Team_Scotland @GrahamsDairy @FIH_Hockey @eurohockeyorg @ScotWomenSport @scothockeywomen Another busy weekend for @TCYoungLLP  solicitor @SarahJJamieson    Well done.,6,0,2022-05-02 08:39:37+00:00
131,WorldHockeyNews,"#EHL Den Bosch confirmed as women’s Hoofdklasse regular season winners

Den Bosch confirmed they will top the women’s regular season table in the Hoofdklasse as they got the best of HGC 3-1 at Oosterplas. 

Frédérique Matla got the first, recovering afte… https://t.co/WyfL3U6xQY",0,0,2022-05-01 22:41:41+00:00
132,WorldHockeyNews,"#EHL Gantoise and Racing one step from ending long-wait for Belgian title

Gantoise and Royal Racing Club de Bruxelles will contest a unique Belgian men’s national final following their two-legged wins over Waterloo Ducks and Braxgata, respectively.

For… https://t.co/vdhNHbjXZ3",0,0,2022-05-01 21:41:37+00:00
133,WorldHockeyNews,"#SH Great performance and great result for Scotland women in Belfast

Scotland women enjoyed a tremendous 5-1 win over Ireland in Belfast in the second of a three-match test series. Scotland won the previous match 2-1 and have already won the series befo… https://t.co/TSjz1fKqF1",0,0,2022-05-01 18:39:15+00:00
134,WorldHockeyNews,"#KNHB PK (H): Qui Vive doet Nijmegen geen pijn, nuttige zege HIC

Tijdens de achttiende speeldag in de Promotieklasse deed de top drie wat die moest doen: winnen. Met de 1-3 zege van koploper Schaerweijde op hekkensluiter Were Di is handhaving voor de pl… https://t.co/2Cde5yTwVh",0,0,2022-05-01 16:24:15+00:00
135,WorldHockeyNews,"#THP Hockey umpiring: Every day is different at international events

During the Women’s Junior World Cup in South Africa, a question from a coach caught my attention. What is a typical day for a hockey umpire during a tournament?   I am not going to foc… https://t.co/ailvy2N1WA",0,1,2022-05-01 15:12:10+00:00
136,WorldHockeyNews,"#THP EH Hockey Championship: Old Georgians men keep double hopes in tact

Men’s league champions Old Georgians kept alive hopes of a domestic double as they reached the final of the EH Championships. Old Georgians overcame Brooklands MU 8-1 at home to ta… https://t.co/VjBjJSLdVt",0,0,2022-05-01 14:05:01+00:00
137,WorldHockeyNews,"#HWN Belgium: Belgian hockey tarnished

The decision of the Federation resonated like a real thunderbolt with the condemnation of Leopold in the case of its two Argentinian players. But this judgment will certainly be beneficial for the future of a disci… https://t.co/lfbEDl7cGA",1,0,2022-05-01 13:52:18+00:00
138,WorldHockeyNews,"#HWN Belgium: An “Unfair and Humiliating” Decision for Leopold

The Ucclois club does not accept his conviction and intends to assert its rights in the Monja / Albertario file. But also confirms that they will not disrupt the good organization of the pla… https://t.co/OGu63oMqg5",1,0,2022-05-01 13:52:18+00:00
139,WorldHockeyNews,"#HI Stunning Lisnagarvey retain men’s Irish Senior Cup title

Men’s Irish Senior Cup final
Lisnagarvey 3 (A Williamson, H Morris, B Nelson) Monkstown 1 (D Carson)
Lisnagarvey extended their lead at the top of the men’s Irish Senior Cup winners all-time l… https://t.co/amy89P8WiU",1,0,2022-05-01 08:56:13+00:00
140,WorldHockeyNews,"#HI Insta crown remarkable season with first ever women’s Irish Senior Cup

Women’s Irish Senior Cup final
Catholic Institute 1 (A Hickey) Pembroke 0
Aoife Hickey wrote herself and Catholic Institute into Irish Senior Cup folklore as her 16th minute goal… https://t.co/WhhpayIH4L",12,1,2022-05-01 08:56:12+00:00
141,WorldHockeyNews,"#THP FIH on reverse stick: ‘Banning this exciting skill at all levels is not something we are considering’

World hockey will continue to monitor injuries regarding dangerous shots in the sport but have so far seen no indication to outlaw hits such as th… https://t.co/3d9XTC3GX3",1,0,2022-05-01 08:39:47+00:00
142,WorldHockeyNews,"#SH Last weekend of Premiership fixtures comes to a conclusion

Newly crowned men’s champions Western Wildcats retained their unbeaten record for the season with a 6-1 win at Dunfermline Carnegie.

Coach Vishal Marwaha said: “It`s a huge achievement for … https://t.co/HxXUHYiozN",0,0,2022-04-30 20:40:10+00:00
143,WorldHockeyNews,"#SH Victory for Scotland women against Ireland in Belfast

Scotland women ran out 2-1 winners against Ireland in Belfast in the first of a three-match test series. Sarah Jamieson and Fiona Semple provided the goals in an excellent performance as the Tart… https://t.co/Rzm515JJHu",0,0,2022-04-30 20:40:09+00:00
144,WorldHockeyNews,"@TheHockeyPaper @Samuel_Ward13 @againstbc Hi, Similar story for our niece. A RT greatly appreciated. https://t.co/JwX2qG9T1S",2,2,2022-04-30 18:54:49+00:00
145,WorldHockeyNews,"#THP Sam Ward: My appeal to the hockey community to #playitpink 

Our columnist explains why he’s launching a fundraising campaign for Against Breast Cancer and why he believes in always making the best of a bad situation  One evening at the end of Janua… https://t.co/gEHy0NiBYI",0,0,2022-04-30 11:40:20+00:00
146,Donal49782295,"RT @hookhockey: ""You just want to be known by players as someone they can trust, someone whose first duty is to protect their safety, then…",0,4,2022-04-30 10:39:27+00:00
147,SCOfficiating,"RT @eurohockeyorg: #TheFutureIsBright #Umpires #EquallyAmazing 

During the @EHLHockeyTV finals, 38 umpires from 16 nations came together w…",0,3,2022-04-30 08:13:47+00:00
148,WorldHockeyNews,"#HWN Netherlands: No Mathijssen or Ehren; Who is Next in Line for National Coach?

Rick Mathijssen and Raoul Ehren were the two top candidates to become the new national team coach of the Dutch national team, but one extended his contract with Bloemendaa… https://t.co/XMvwJwOS9t",0,0,2022-04-30 07:27:56+00:00
149,fhumpires,"RT @eurohockeyorg: #TheFutureIsBright #Umpires #EquallyAmazing 

During the @EHLHockeyTV finals, 38 umpires from 16 nations came together w…",0,3,2022-04-29 18:08:26+00:00
150,EHF_Jorge,RT @RDavidBalbirnie: Pavel Mazur coach Vinnytsia Hockey Club &amp; Ukrainian men's National team supervising squad training in between humanita…,0,1,2022-04-29 16:05:01+00:00
